ACARA_ID,School_Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent_School ID,AGE_ID,Latitude,Longitude
46326,Casey Grammar School,Cranbourne East,VIC,3977,Combined,Non-Gov,Open,Major Cities,46326,55837,-38.1103,145.293
43471,Casimir Catholic College,Marrickville,NSW,2204,Secondary,Non-Gov,Open,Major Cities,43471,45271,-33.9109,151.149
43711,Casino Christian School,North Casino,NSW,2470,Combined,Non-Gov,Open,Inner Regional,43711,54562,-28.8145,153.075
42378,Casino High School,Casino,NSW,2470,Secondary,Gov,Open,Inner Regional,42378,49731,-28.8452,153.044
42170,Casino Public School,Casino,NSW,2470,Primary,Gov,Open,Inner Regional,42170,49732,-28.8674,153.048
42364,Casino West Public School,Casino,NSW,2470,Primary,Gov,Open,Inner Regional,42364,49733,-28.8548,153.037
48811,Cassia Education Support Centre,South Hedland,WA,6722,Special,Gov,Open,Remote,48811,55166,-20.4095,118.608
48658,Cassia Primary School,South Hedland,WA,6722,Primary,Gov,Open,Remote,48658,52750,-20.4094,118.608
41874,Cassilis Public School,Cassilis,NSW,2329,Primary,Gov,Open,Outer Regional,41874,49312,-32.0046,149.978
44407,Casterton Primary School,Casterton,VIC,3311,Primary,Gov,Open,Outer Regional,44407,49985,-37.5865,141.405
45367,Casterton Secondary College,Casterton,VIC,3311,Secondary,Gov,Open,Outer Regional,45367,49984,-37.5888,141.387
41262,Castle Cove Public School,Castle Cove,NSW,2069,Primary,Gov,Open,Major Cities,41262,47624,-33.7834,151.202
41334,Castle Hill High School,Castle Hill,NSW,2154,Secondary,Gov,Open,Major Cities,41334,47864,-33.7266,151
41204,Castle Hill Public School,Castle Hill,NSW,2154,Primary,Gov,Open,Major Cities,41204,47865,-33.7279,151.005
40718,Castlecrag Montessori School,Castlecrag,NSW,2068,Combined,Non-Gov,Open,Major Cities,40718,87172,-33.7997,151.219
44404,Castlemaine North Primary School,Castlemaine,VIC,3450,Primary,Gov,Open,Inner Regional,44404,50819,-37.0578,144.219
44047,Castlemaine Primary School,Castlemaine,VIC,3450,Primary,Gov,Open,Inner Regional,44047,50823,-37.0666,144.222
45561,Castlemaine Secondary College,Castlemaine,VIC,3450,Secondary,Gov,Open,Inner Regional,45561,46182,-37.0771,144.215
45562,Castlemaine Secondary College-Junior Campus,Castlemaine,VIC,3450,Secondary,Gov,Open,Inner Regional,45561,15442,-37.0504,144.228
52186,Castlemaine Secondary College-Yapeen Campus,Yapeen,VIC,3451,Secondary,Gov,Open,Inner Regional,45561,28963,-37.132,144.188
46318,Castlemaine Steiner School & Kindergarten,Muckleford,VIC,3451,Combined,Non-Gov,Open,Inner Regional,46318,53552,-37.0819,144.157
41702,Castlereagh Public School,Castlereagh,NSW,2749,Primary,Gov,Open,Major Cities,41702,50690,-33.667,150.676
48807,Castlereagh School,Willetton,WA,6155,Special,Gov,Open,Major Cities,48807,55167,-32.0607,115.882
48324,Castletown Primary School,Esperance,WA,6450,Primary,Gov,Open,Remote,48324,52615,-33.8325,121.909
41793,Casuarina School,Riverstone,NSW,2765,Special,Gov,Open,Major Cities,41793,57880,-33.6775,150.866
40500,Casuarina Senior College,Moil,NT,810,Secondary,Gov,Open,Outer Regional,40500,47968,-12.3836,130.879
44009,Casuarina Steiner School,Coffs Harbour,NSW,2450,Primary,Non-Gov,Open,Inner Regional,44009,45993,-30.2924,153.131
50017,Casuarina Street Primary School,Katherine East,NT,850,Primary,Gov,Open,Remote,50017,56543,-14.466,132.296
41592,Casula High School,Casula,NSW,2170,Secondary,Gov,Open,Major Cities,41592,46505,-33.9512,150.894
41460,Casula Public School,Casula,NSW,2170,Primary,Gov,Open,Major Cities,41460,48533,-33.9442,150.909
43556,Cathedral Catholic Primary School,Bathurst,NSW,2795,Primary,Non-Gov,Open,Inner Regional,43556,42244,-33.4193,149.575
46373,Cathedral College Wangaratta,Wangaratta,VIC,3677,Combined,Non-Gov,Open,Inner Regional,46373,57939,-36.3556,146.322
46374,Cathedral College Wangaratta - The Close Campus,Wangaratta,VIC,3677,Combined,Non-Gov,Open,Inner Regional,46373,,-36.3848,146.329
53007,Catherine McAuley Catholic College,Medowie,NSW,2318,Secondary,Non-Gov,Open,Inner Regional,53007,87221,-32.76317728,151.8643709
43571,Catherine McAuley Catholic Primary School,Orange,NSW,2800,Primary,Non-Gov,Open,Inner Regional,43571,41998,-33.2794,149.095
40412,Catherine McAuley College,Bendigo,VIC,3550,Secondary,Non-Gov,Open,Inner Regional,40412,44768,-36.7534,144.273
45649,Catherine McAuley College - Coolock Campus,Junortoun,VIC,3551,Secondary,Non-Gov,Open,Inner Regional,40412,77104,-36.7707,144.339
52843,Catherine McAuley College,Mackay,QLD,4741,Secondary,Non-Gov,Open,Inner Regional,52843,86801,-21.16194,149.15941
49686,Catherine McAuley School,Craigmore,SA,5114,Primary,Non-Gov,Open,Major Cities,49686,54613,-34.689,138.712
43213,Catherine McAuley Westmead,Westmead,NSW,2145,Secondary,Non-Gov,Open,Major Cities,43213,41331,-33.8047,150.984
45737,Catholic College Sale,Sale,VIC,3850,Secondary,Non-Gov,Open,Inner Regional,45737,41202,-38.1087,147.064
52515,Catholic College Sale - Cathedral Hall Campus,Sale,VIC,3850,Secondary,Non-Gov,Open,Inner Regional,45737,,-38.1097,147.063
46043,Catholic College Wodonga,Wodonga,VIC,3690,Secondary,Non-Gov,Open,Inner Regional,46043,42196,-36.1296,146.862
45726,Catholic Ladies' College Ltd,Eltham,VIC,3095,Secondary,Non-Gov,Open,Major Cities,45726,54273,-37.7115,145.144
46121,Catholic Regional College Caroline Springs,Caroline Springs,VIC,3023,Secondary,Non-Gov,Open,Major Cities,46121,57811,-37.7289,144.74
46054,Catholic Regional College Melton,Melton West,VIC,3337,Secondary,Non-Gov,Open,Major Cities,46054,42495,-37.6772,144.55
46064,Catholic Regional College North Keilor,Keilor Lodge,VIC,3038,Secondary,Non-Gov,Open,Major Cities,46064,43415,-37.6994,144.806
46035,Catholic Regional College St Albans,St Albans,VIC,3021,Secondary,Non-Gov,Open,Major Cities,46035,42437,-37.7393,144.799
40406,Catholic Regional College Sydenham,Sydenham,VIC,3037,Secondary,Non-Gov,Open,Major Cities,40406,43403,-37.6991,144.771
40728,CathWest Innovation College,Mount Druitt,NSW,2770,Secondary,Non-Gov,Open,Major Cities,40728,58252,-33.77,150.828
52820,CathWest Innovation College McCarthy Campus,Emu Plains,NSW,2750,Secondary,Non-Gov,Open,Major Cities,40728,86675,-33.74234,150.67888
41621,Cattai Public School,Cattai,NSW,2756,Primary,Gov,Open,Inner Regional,41621,50738,-33.5588,150.907
46139,Caulfield Grammar School,St Kilda East,VIC,3183,Combined,Non-Gov,Open,Major Cities,46139,54217,-37.8774,145.005
46140,Caulfield Grammar School - Malvern Campus,Glen Iris,VIC,3146,Combined,Non-Gov,Open,Major Cities,46139,77197,-37.8641,145.052
46141,Caulfield Grammar School - Wheelers Hill Campus,Wheelers Hill,VIC,3150,Combined,Non-Gov,Open,Major Cities,46139,77198,-37.9006,145.193
52421,Caulfield Grammar School - Yarra Junction Campus,Yarra Junction,VIC,3797,Combined,Non-Gov,Open,Inner Regional,46139,,-37.7962,145.651
44658,Caulfield Junior College,Caulfield North,VIC,3161,Primary,Gov,Open,Major Cities,44658,49055,-37.8721,145.022
45255,Caulfield Primary School,Caulfield South,VIC,3162,Primary,Gov,Open,Major Cities,45255,49058,-37.8881,145.02
44740,Caulfield South Primary School,Caulfield South,VIC,3162,Primary,Gov,Open,Major Cities,44740,49060,-37.8953,145.03
44045,Cavendish Primary School,Cavendish,VIC,3314,Primary,Gov,Open,Outer Regional,44045,50694,-37.5309,142.04
47425,Cavendish Road State High School,Holland Park,QLD,4121,Secondary,Gov,Open,Major Cities,47425,51282,-27.5168,153.073
48325,Caversham Primary School,West Swan,WA,6055,Primary,Gov,Open,Major Cities,48325,49098,-31.858,115.983
52654,Caversham Valley Primary School,Caversham,WA,6055,Primary,Gov,Open,Major Cities,52654,86437,-31.8679,115.969
42038,Caves Beach Public School,Caves Beach,NSW,2281,Primary,Gov,Open,Major Cities,42038,48958,-33.1032,151.638
46501,Cawarral State School,Cawarral,QLD,4702,Primary,Gov,Open,Inner Regional,46501,52864,-23.254,150.676
41376,Cawdor Public School,Camden,NSW,2570,Primary,Gov,Open,Major Cities,41376,50222,-34.1097,150.674
48222,Cecil Andrews College,Armadale,WA,6112,Secondary,Gov,Open,Major Cities,48222,46660,-32.1418,115.99
41578,Cecil Hills High School,Cecil Hills,NSW,2171,Secondary,Gov,Open,Major Cities,41578,54747,-33.8957,150.852
41525,Cecil Hills Public School,Cecil Hills,NSW,2171,Primary,Gov,Open,Major Cities,41525,57592,-33.8897,150.851
46871,Cecil Plains State School,Cecil Plains,QLD,4407,Combined,Gov,Open,Outer Regional,46871,52055,-27.5323,151.193
49804,Cedar College,Northgate,SA,5085,Combined,Non-Gov,Open,Major Cities,49804,54586,-34.8546,138.634
46520,Cedar Creek State School,Cedar Creek,QLD,4207,Primary,Gov,Open,Inner Regional,46520,51554,-27.8276,153.179
43873,Cedars Christian College,Unanderra,NSW,2526,Combined,Non-Gov,Open,Major Cities,43873,44066,-34.4555,150.829
49421,Ceduna Area School,Ceduna,SA,5690,Combined,Gov,Open,Very Remote,49421,46087,-32.1377,133.671
42359,Centaur Public School,Banora Point,NSW,2486,Primary,Gov,Open,Major Cities,42359,54671,-28.2157,153.527
47504,Centenary Heights State High School,Centenary Heights,QLD,4350,Secondary,Gov,Open,Inner Regional,47504,51906,-27.5795,151.964
47217,Centenary State High School,Jindalee,QLD,4074,Secondary,Gov,Open,Major Cities,47217,56447,-27.5385,152.94
40706,Centennial Park School,Randwick,NSW,2031,Special,Gov,Open,Major Cities,40706,57695,-33.9106,151.243
43876,Central Coast Adventist School,Erina,NSW,2250,Combined,Non-Gov,Open,Major Cities,43876,41338,-33.4363,151.39
43945,Central Coast Grammar School,Erina Heights,NSW,2260,Combined,Non-Gov,Open,Major Cities,43945,45346,-33.4257,151.399
50564,Central Coast Sports College,Kariong,NSW,2250,Combined,Non-Gov,Open,Major Cities,50564,69968,-33.4291,151.298
43772,Central Coast Steiner School,Fountaindale,NSW,2258,Combined,Non-Gov,Open,Major Cities,43772,54041,-33.3351,151.404
42016,Central Mangrove Public School,Central Mangrove,NSW,2250,Primary,Gov,Open,Inner Regional,42016,48672,-33.2956,151.244
48155,Central Midlands Senior High School,Moora,WA,6510,Secondary,Gov,Open,Outer Regional,48155,46694,-30.6406,116.014
41167,Central Sydney Intensive English High School,Alexandria,NSW,2015,Secondary,Gov,Open,Major Cities,41167,57890,-33.9,151.194
42822,Central Tilba Public School,Central Tilba,NSW,2546,Primary,Gov,Open,Outer Regional,42822,50176,-36.3157,150.072
52613,Central West Leadership Academy,Dubbo,NSW,2830,Combined,Non-Gov,Open,Inner Regional,52613,85127,-32.25198,148.61271
49446,Central Yorke School,Maitland,SA,5573,Combined,Gov,Open,Outer Regional,49446,47449,-34.3683,137.673
40424,Central Yorke School - Point Pearce Campus,Point Pearce,SA,5573,Combined,Gov,Open,Outer Regional,49446,,-34.4279,137.505
50141,Centralian Middle School,Alice Springs,NT,870,Secondary,Gov,Open,Remote,50141,68955,-23.7091,133.866
40339,Centralian Senior College,Alice Springs,NT,870,Secondary,Gov,Open,Remote,40339,56545,-23.6979,133.895
53071,Centre for Higher Education Studies,South Yarra,VIC,3141,Secondary,Gov,Open,Major Cities,53071,,-37.83607145,144.9959805
52933,Centre of Excellence in Agricultural Education,Richmond,NSW,2753,Secondary,Gov,Open,Major Cities,52933,,-33.737682,150.854449
43215,Cerdon College,Merrylands,NSW,2160,Secondary,Non-Gov,Open,Major Cities,43215,41339,-33.8377,150.968
44325,Ceres Primary School,Ceres,VIC,3221,Primary,Gov,Open,Inner Regional,44325,49586,-38.1735,144.267
48596,Cervantes Primary School,Cervantes,WA,6511,Primary,Gov,Open,Outer Regional,48596,52638,-30.5003,115.066
41876,Cessnock East Public School,Cessnock,NSW,2325,Primary,Gov,Open,Inner Regional,41876,49053,-32.8276,151.37
42089,Cessnock High School,Cessnock,NSW,2325,Secondary,Gov,Open,Inner Regional,42089,46420,-32.843,151.369
41875,Cessnock Public School,Cessnock,NSW,2325,Primary,Gov,Open,Inner Regional,41875,49278,-32.8404,151.364
41877,Cessnock West Public School,Cessnock,NSW,2325,Primary,Gov,Open,Inner Regional,41877,49281,-32.8384,151.345
45337,Chaffey Secondary College,Mildura,VIC,3502,Secondary,Gov,Open,Outer Regional,45337,56359,-34.1957,142.148
46295,Chairo Christian School,Drouin,VIC,3818,Combined,Non-Gov,Open,Inner Regional,46295,44211,-38.1428,145.877
46294,Chairo Christian School - Drouin East Campus,Drouin East,VIC,3818,Combined,Non-Gov,Open,Inner Regional,46295,77257,-38.1343,145.895
50722,Chairo Christian School - Leongatha Campus,Leongatha,VIC,3953,Combined,Non-Gov,Open,Inner Regional,46295,77659,-38.4702,145.961
46296,Chairo Christian School - Pakenham Campus,Nar Nar Goon,VIC,3812,Combined,Non-Gov,Open,Inner Regional,46295,77314,-38.0957,145.548
52628,Chairo Christian School - Traralgon Campus,Traralgon,VIC,3844,Combined,Non-Gov,Open,Inner Regional,46295,77455,-38.2089,146.551
45099,Chalcot Lodge Primary School,Endeavour Hills,VIC,3802,Primary,Gov,Open,Major Cities,45099,46020,-37.9697,145.248
49411,Challa Gardens Primary School,Kilkenny,SA,5009,Primary,Gov,Open,Major Cities,49411,46895,-34.8776,138.555
48601,Challis Community Primary School,Armadale,WA,6112,Primary,Gov,Open,Major Cities,48601,50368,-32.1392,116
41433,Chalmers Road School,Strathfield,NSW,2135,Special,Gov,Open,Major Cities,41433,56203,-33.8796,151.082
43479,Champagnat Catholic College,Maroubra,NSW,2035,Secondary,Non-Gov,Open,Major Cities,43479,41434,-33.9466,151.229
48263,Champion Bay Senior High School,Geraldton,WA,6530,Secondary,Gov,Open,Outer Regional,48263,52655,-28.7946,114.633
47570,Chancellor State College,Sippy Downs,QLD,4556,Combined,Gov,Open,Major Cities,47570,57941,-26.71407,153.0676
45276,Chandler Park Primary School,Keysborough,VIC,3173,Primary,Gov,Open,Major Cities,45276,68796,-37.9921,145.18
42430,Chandler Public School,Wollomombi,NSW,2350,Primary,Gov,Open,Outer Regional,42430,49375,-30.5186,152.054
47902,Chanel College,Gladstone,QLD,4680,Secondary,Non-Gov,Open,Inner Regional,47902,56952,-23.8668,151.242
40272,Channel Christian School,Margate,TAS,7054,Primary,Non-Gov,Open,Inner Regional,40272,70320,-43.027,147.271
47295,Chapel Hill State School,Chapel Hill,QLD,4069,Primary,Gov,Open,Major Cities,47295,51210,-27.4996,152.945
49938,Chapman Primary School,Chapman,ACT,2611,Primary,Gov,Open,Major Cities,49938,50365,-35.3569,149.043
48326,Chapman Valley Primary School,Nabawa,WA,6532,Primary,Gov,Open,Remote,48326,52666,-28.4995,114.791
49574,Charles Campbell College,Paradise,SA,5075,Combined,Gov,Open,Major Cities,49574,70040,-34.8746,138.673
49939,Charles Conder Primary School,Conder,ACT,2906,Primary,Gov,Open,Major Cities,49939,54840,-35.4649,149.098
45616,Charles La Trobe P-12 College,Macleod West,VIC,3085,Combined,Gov,Open,Major Cities,45616,68800,-37.7292,145.06
52193,Charles La Trobe P-12 College-Camp Macleod,Eppalock,VIC,3551,Combined,Gov,Open,Inner Regional,45616,29050,-36.8986,144.534
52126,Charles La Trobe P-12 College-Deaf Facility,Macleod West,VIC,3085,Combined,Gov,Open,Major Cities,45616,28986,-37.729,145.06
45617,Charles La Trobe P-12 College-Olympic Village Primary Campus,West Heidelberg,VIC,3081,Combined,Gov,Open,Major Cities,45616,28803,-37.7412,145.041
50275,Charles La Trobe P-12 College-Pavilion - The Edge South Morang Campus,Epping,VIC,3082,Combined,Gov,Open,Major Cities,45616,29106,-37.6506,145.07
50276,Charles La Trobe P-12 College-The Pavilion Campus - Preston East,Preston East,VIC,3076,Combined,Gov,Open,Major Cities,45616,28985,-37.7379,145.018
52084,Charles Weston School,Coombs,ACT,2611,Primary,Gov,Open,Major Cities,52084,70330,-35.3206,149.041
42025,Charlestown East Public School,Charlestown,NSW,2290,Primary,Gov,Open,Major Cities,42025,49048,-32.9712,151.705
41878,Charlestown Public School,Charlestown,NSW,2290,Primary,Gov,Open,Major Cities,41878,49050,-32.9655,151.697
42036,Charlestown South Public School,Charlestown,NSW,2290,Primary,Gov,Open,Major Cities,42036,49052,-32.9677,151.688
47623,Charleville School of Distance Education,Charleville,QLD,4470,Combined,Gov,Open,Very Remote,47623,54420,-26.3951,146.259
47461,Charleville State High School,Charleville,QLD,4470,Secondary,Gov,Open,Very Remote,47461,46572,-26.3974,146.257
46543,Charleville State School,Charleville,QLD,4470,Primary,Gov,Open,Very Remote,46543,52244,-26.4049,146.242
52500,Charlotte Mason College,Kallangur,QLD,4503,Combined,Non-Gov,Open,Major Cities,52500,84818,-27.2509,152.98
43831,Charlton Christian College,Fassifern,NSW,2283,Combined,Non-Gov,Open,Major Cities,43831,56052,-32.9899,151.583
45566,Charlton College,Charlton,VIC,3525,Combined,Gov,Open,Outer Regional,45566,50937,-36.2703,143.36
52189,Charlton College Charlton College (Cluster),Charlton,VIC,3525,Combined,Gov,Open,Outer Regional,45566,28957,-36.2727,143.346
49886,Charnwood-Dunlop School,Charnwood,ACT,2615,Primary,Gov,Open,Major Cities,49886,50387,-35.1987,149.036
46562,Charters Towers Central State School,Charters Towers,QLD,4820,Primary,Gov,Open,Outer Regional,46562,53048,-20.0799,146.263
47626,Charters Towers School of Distance Education,Millchester,QLD,4820,Combined,Gov,Open,Outer Regional,47626,57664,-20.0894,146.268
47411,Charters Towers State High School,Charters Towers,QLD,4820,Secondary,Gov,Open,Outer Regional,47411,46550,-20.0798,146.259
48713,Charthouse Primary School,Waikiki,WA,6169,Primary,Gov,Open,Major Cities,48713,54930,-32.3168,115.751
42395,Chatham High School,Taree,NSW,2430,Secondary,Gov,Open,Inner Regional,42395,49545,-31.8958,152.481
44739,Chatham Primary School,Surrey Hills,VIC,3127,Primary,Gov,Open,Major Cities,44739,48380,-37.8171,145.092
42333,Chatham Public School,Taree,NSW,2430,Primary,Gov,Open,Inner Regional,42333,49546,-31.8998,152.482
41328,Chatswood High School,Chatswood,NSW,2067,Secondary,Gov,Open,Major Cities,41328,47619,-33.8,151.175
47337,Chatswood Hills State School,Springwood,QLD,4127,Primary,Gov,Open,Major Cities,47337,51303,-27.6282,153.138
41316,Chatswood Public School,Chatswood,NSW,2067,Primary,Gov,Open,Major Cities,41316,47620,-33.7982,151.178
42173,Chatsworth Island Public School,Chatsworth,NSW,2469,Primary,Gov,Open,Inner Regional,42173,49707,-29.388,153.232
46942,Chatsworth State School,Chatsworth,QLD,4570,Primary,Gov,Open,Inner Regional,46942,52353,-26.1424,152.615
52516,Cheder Levi Yitzchok Inc,South Yarra,VIC,3182,Combined,Non-Gov,Open,Major Cities,52516,80101,-37.8607,144.992
46844,Chelona State School,Chelona,QLD,4740,Primary,Gov,Open,Outer Regional,46844,52932,-21.2602,149.145
44590,Chelsea Heights Primary School,Chelsea Heights,VIC,3196,Primary,Gov,Open,Major Cities,44590,49405,-38.0447,145.139
44648,Chelsea Primary School,Chelsea,VIC,3196,Primary,Gov,Open,Major Cities,44648,49406,-38.0548,145.122
44828,Cheltenham East Primary School,Cheltenham,VIC,3192,Primary,Gov,Open,Major Cities,44828,46019,-37.9653,145.068
41324,Cheltenham Girls High School,Beecroft,NSW,2119,Secondary,Gov,Open,Major Cities,41324,47759,-33.7565,151.073
44042,Cheltenham Primary School,Cheltenham,VIC,3192,Primary,Gov,Open,Major Cities,44042,49303,-37.9686,145.055
45368,Cheltenham Secondary College,Cheltenham,VIC,3192,Secondary,Gov,Open,Major Cities,45368,49300,-37.9533,145.069
46979,Cherbourg State School,Cherbourg,QLD,4605,Primary,Gov,Open,Inner Regional,46979,52488,-26.293,151.955
41301,Cherrybrook Public School,Cherrybrook,NSW,2126,Primary,Gov,Open,Major Cities,41301,47760,-33.7313,151.042
41350,Cherrybrook Technology High School,Cherrybrook,NSW,2126,Secondary,Gov,Open,Major Cities,41350,55111,-33.7199,151.038
42044,Chertsey Primary School,Springfield,NSW,2250,Primary,Gov,Open,Major Cities,42044,48673,-33.4299,151.369
46240,Cheshire School,Glen Waverley,VIC,3150,Special,Non-Gov,Open,Major Cities,46240,43061,-37.9028,145.158
41577,Chester Hill High School,Chester Hill,NSW,2162,Secondary,Gov,Open,Major Cities,41577,46469,-33.8748,150.997
41442,Chester Hill North Public School,Chester Hill,NSW,2162,Primary,Gov,Open,Major Cities,41442,48148,-33.8724,151.001
41428,Chester Hill Public School,Chester Hill,NSW,2162,Primary,Gov,Open,Major Cities,41428,48149,-33.8856,151.002
43669,Chevalier College,Burradoo,NSW,2576,Secondary,Non-Gov,Open,Inner Regional,43669,41340,-34.5075,150.409
47239,Chevallum State School,Chevallum,QLD,4555,Primary,Gov,Open,Inner Regional,47239,45806,-26.6984,152.999
44189,Chewton Primary School,Chewton,VIC,3451,Primary,Gov,Open,Inner Regional,44189,50828,-37.0821,144.261
48328,Chidlow Primary School,Chidlow,WA,6556,Primary,Gov,Open,Inner Regional,48328,52691,-31.857,116.268
41838,Chifley College Bidwill Campus,Bidwill,NSW,2770,Secondary,Gov,Open,Major Cities,41838,17407,-33.7339,150.827
41830,Chifley College Dunheved Campus,North St Marys,NSW,2760,Secondary,Gov,Open,Major Cities,41830,6354,-33.7496,150.783
41827,Chifley College Mount Druitt Campus,Mount Druitt,NSW,2770,Secondary,Gov,Open,Major Cities,41827,6356,-33.7451,150.814
40436,Chifley College Senior Campus,Mount Druitt,NSW,2770,Secondary,Gov,Open,Major Cities,40436,46360,-33.7693,150.83
41831,Chifley College Shalvey Campus,Shalvey,NSW,2770,Secondary,Gov,Open,Major Cities,41831,10820,-33.7308,150.806
41100,Chifley Public School,Malabar,NSW,2036,Primary,Gov,Open,Major Cities,41100,47566,-33.966,151.242
49135,Child Side School,Boyanup,WA,6237,Combined,Non-Gov,Open,Inner Regional,49135,57933,-33.4857,115.741
46785,Childers State School,Childers,QLD,4660,Primary,Gov,Open,Inner Regional,46785,52749,-25.2312,152.28
46919,Chillagoe State School,Chillagoe,QLD,4871,Primary,Gov,Open,Very Remote,46919,53122,-17.1555,144.521
42174,Chillingham Public School,Chillingham,NSW,2484,Primary,Gov,Open,Inner Regional,42174,49912,-28.3118,153.276
44077,Chiltern Primary School,Chiltern,VIC,3683,Primary,Gov,Open,Inner Regional,44077,51595,-36.1472,146.607
44409,Chilwell Primary School,Newtown,VIC,3220,Primary,Gov,Open,Major Cities,44409,46742,-38.1551,144.345
48086,Chinchilla Christian College,Chinchilla,QLD,4413,Combined,Non-Gov,Open,Outer Regional,48086,44245,-26.738,150.641
47472,Chinchilla State High School,Chinchilla,QLD,4413,Secondary,Gov,Open,Outer Regional,47472,46573,-26.7489,150.62
46587,Chinchilla State School,Chinchilla,QLD,4413,Primary,Gov,Open,Outer Regional,46587,52070,-26.7407,150.626
41377,Chipping Norton Public School,Chipping Norton,NSW,2170,Primary,Gov,Open,Major Cities,41377,48534,-33.912,150.96
45076,Chirnside Park Primary School,Chirnside Park,VIC,3116,Primary,Gov,Open,Major Cities,45076,48503,-37.7502,145.311
47888,Chisholm Catholic College,Cornubia,QLD,4130,Secondary,Non-Gov,Open,Major Cities,47888,53480,-27.6673,153.205
48902,Chisholm Catholic College,Bedford,WA,6052,Secondary,Non-Gov,Open,Major Cities,48902,53184,-31.9105,115.899
43160,Chisholm Catholic Primary School,Bligh Park,NSW,2756,Primary,Non-Gov,Open,Major Cities,43160,53989,-33.6328,150.803
42058,Chittaway Bay Public School,Chittaway Bay,NSW,2261,Primary,Gov,Open,Major Cities,42058,56204,-33.3264,151.431
49018,Christ Church Grammar School,Claremont,WA,6010,Combined,Non-Gov,Open,Major Cities,49018,40068,-31.9865,115.778
46148,Christ Church Grammar School,South Yarra,VIC,3141,Primary,Non-Gov,Open,Major Cities,46148,40765,-37.839,144.986
45930,Christ Our Holy Redeemer School,Oakleigh East,VIC,3166,Primary,Non-Gov,Open,Major Cities,45930,40769,-37.8962,145.106
47740,Christ the King Catholic Primary School,Deception Bay,QLD,4508,Primary,Non-Gov,Open,Major Cities,47740,42528,-27.18,153.021
48914,Christ the King Catholic School,Broome,WA,6725,Combined,Non-Gov,Open,Very Remote,48914,56459,-16.5153,122.894
43469,Christ the King Catholic School Bass Hill,Yagoona,NSW,2199,Primary,Non-Gov,Open,Major Cities,43469,41354,-33.9061,151.013
45904,Christ the King Primary School,Braybrook,VIC,3019,Primary,Non-Gov,Open,Major Cities,45904,40771,-37.7876,144.862
43186,Christ The King Primary School,North Rocks,NSW,2151,Primary,Non-Gov,Open,Major Cities,43186,42100,-33.7756,151.024
45984,Christ the King School,Newcomb,VIC,3219,Primary,Non-Gov,Open,Major Cities,45984,40772,-38.1666,144.392
47672,Christ the King School,Graceville,QLD,4075,Primary,Non-Gov,Open,Major Cities,47672,40428,-27.5197,152.978
48868,Christ the King School,Beaconsfield,WA,6162,Primary,Non-Gov,Open,Major Cities,48868,40077,-32.0724,115.773
49776,Christ the King School,Warradale,SA,5046,Primary,Non-Gov,Open,Major Cities,49776,40250,-35.0087,138.538
46105,Christ the Priest Catholic Primary School,Caroline Springs,VIC,3023,Primary,Non-Gov,Open,Major Cities,46105,56598,-37.7477,144.737
43848,Christadelphian Heritage College Sydney,Kemps Creek,NSW,2178,Combined,Non-Gov,Open,Major Cities,43848,56095,-33.88356,150.791
49053,Christian Aboriginal Parent-Directed School,Coolgardie,WA,6429,Combined,Non-Gov,Open,Very Remote,49053,42756,-30.9518,121.161
49084,Christian Aboriginal Parent-Directed School Kurrawang,Kalgoorlie,WA,6430,Primary,Non-Gov,Open,Very Remote,49084,48870,-30.8286,121.329
49694,Christian Brothers College,Adelaide,SA,5000,Combined,Non-Gov,Open,Major Cities,49694,55342,-34.9285,138.609
50347,Christian Brothers College - Junior Campus,Adelaide,SA,5000,Combined,Non-Gov,Open,Major Cities,49694,77633,-34.9277,138.613
48892,Christian Brothers' College,Fremantle,WA,6160,Secondary,Non-Gov,Open,Major Cities,48892,54572,-32.0518,115.753
43667,Christian Brothers High School Lewisham,Lewisham,NSW,2049,Combined,Non-Gov,Open,Major Cities,43667,41348,-33.8974,151.146
46262,Christian College Geelong - Middle School 鈥 Highton,Highton,VIC,3216,Combined,Non-Gov,Open,Major Cities,46262,42487,-38.1852,144.313
52892,Christian College Geelong - Bellarine Campus,Drysdale,VIC,3222,Combined,Non-Gov,Open,Inner Regional,46262,54532,-38.17007,144.5735501
46263,Christian College Geelong - Junior School 鈥 Belmont,Belmont,VIC,3216,Combined,Non-Gov,Open,Major Cities,46262,77285,-38.1895,144.324
52893,Christian College Geelong - Senior School 鈥 Waurn Ponds,Waurn Ponds,VIC,3216,Combined,Non-Gov,Open,Major Cities,46262,56681,-38.1893,144.30488
52642,Christian College Geelong - Surf Coast Campus,Jan Juc,VIC,3228,Primary,Non-Gov,Open,Inner Regional,46262,85284,-38.3388,144.291
50169,Christie Downs Primary School,Christie Downs,SA,5164,Primary,Gov,Open,Major Cities,50169,47214,-35.1324,138.494
49567,Christies Beach High School and Southern Vocational College,Christie Downs,SA,5164,Secondary,Gov,Open,Major Cities,49567,46068,-35.137,138.498
49513,Christies Beach Primary School,Christies Beach,SA,5165,Primary,Gov,Open,Major Cities,49513,47218,-35.138,138.479
44258,Christmas Hills Primary School,Christmas Hills,VIC,3775,Primary,Gov,Open,Inner Regional,44258,51807,-37.6539,145.304
48241,Christmas Island District High School,Christmas Island,WA,6798,Combined,Gov,Open,Very Remote,48241,55172,-10.4352,105.669
