ACARA_ID,School_Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent_School ID,AGE_ID
47531,Toolooa State High School,South Gladstone,QLD,4680,Secondary,Gov,Open,Inner Regional,47531,52824
42480,Toomelah Public School,Boggabilla,NSW,2409,Primary,Gov,Open,Outer Regional,42480,49513
43860,Toongabbie Christian College,Toongabbie,NSW,2146,Combined,Non-Gov,Open,Major Cities,43860,42380
41726,Toongabbie East Public School,Wentworthville,NSW,2145,Primary,Gov,Open,Major Cities,41726,47812
44150,Toongabbie Primary School,Toongabbie,VIC,3856,Primary,Gov,Open,Inner Regional,44150,52047
41673,Toongabbie Public School,Toongabbie,NSW,2146,Primary,Gov,Open,Major Cities,41673,56290
41725,Toongabbie West Public School,Toongabbie,NSW,2146,Primary,Gov,Open,Major Cities,41725,47816
44445,Toora Primary School,Toora,VIC,3962,Primary,Gov,Open,Inner Regional,44445,52199
44300,Tooradin Primary School,Tooradin,VIC,3980,Primary,Gov,Open,Inner Regional,44300,52236
46177,Toorak College,Mount Eliza,VIC,3930,Combined,Non-Gov,Open,Major Cities,46177,41286
44544,Toorak Primary School,Toorak,VIC,3142,Primary,Gov,Open,Major Cities,44544,48510
43039,Tooraweenah Public School,Tooraweenah,NSW,2817,Primary,Gov,Open,Outer Regional,43039,51055
44687,Toorloo Arm Primary School,Lake Tyers Beach,VIC,3909,Primary,Gov,Open,Outer Regional,44687,52124
42399,Toormina High School,Toormina,NSW,2452,Secondary,Gov,Open,Inner Regional,42399,49670
42347,Toormina Public School,Toormina,NSW,2452,Primary,Gov,Open,Inner Regional,42347,49665
44774,Tootgarook Primary School,Tootgarook,VIC,3941,Primary,Gov,Open,Major Cities,44774,52155
46402,Toowong State School,Toowong,QLD,4066,Primary,Gov,Open,Major Cities,46402,51202
47994,Toowoomba Anglican School,Toowoomba,QLD,4350,Combined,Non-Gov,Open,Inner Regional,47994,56348
48054,Toowoomba Christian College,Highfields,QLD,4352,Combined,Non-Gov,Open,Inner Regional,48054,53755
46747,Toowoomba East State School,East Toowoomba,QLD,4350,Primary,Gov,Open,Inner Regional,46747,51930
48037,Toowoomba Grammar School,East Toowoomba,QLD,4350,Combined,Non-Gov,Open,Inner Regional,48037,40733
46480,Toowoomba North State School,Toowoomba,QLD,4350,Primary,Gov,Open,Inner Regional,46480,51931
47417,Toowoomba State High School,Mount Lofty,QLD,4350,Secondary,Gov,Open,Inner Regional,47417,46540
47598,Toowoomba West Special School,Newtown,QLD,4350,Special,Gov,Open,Inner Regional,47598,57493
52507,Top End School of Flexible Learning,Malak,NT,812,Secondary,Gov,Open,Outer Regional,52507,84969
46762,Torbanlea State School,Torbanlea,QLD,4662,Primary,Gov,Open,Inner Regional,46762,52758
43942,Toronto Adventist School,Toronto,NSW,2283,Primary,Non-Gov,Open,Major Cities,43942,43323
42137,Toronto High School,Toronto,NSW,2283,Secondary,Gov,Open,Major Cities,42137,46347
41975,Toronto Public School,Toronto,NSW,2283,Primary,Gov,Open,Major Cities,41975,48982
52586,Torquay Coast Primary School,Torquay,VIC,3228,Primary,Gov,Open,Inner Regional,52586,85328
44593,Torquay P-6 College,Torquay,VIC,3228,Primary,Gov,Open,Inner Regional,44593,49602
46957,Torquay State School,Torquay,QLD,4655,Primary,Gov,Open,Inner Regional,46957,52742
49928,Torrens Primary School,Torrens,ACT,2607,Primary,Gov,Open,Major Cities,49928,50364
49839,Torrens Valley Christian School,Hope Valley,SA,5090,Combined,Non-Gov,Open,Major Cities,49839,42616
49635,Torrensville Primary School,Torrensville,SA,5031,Primary,Gov,Open,Major Cities,49635,46939
43040,Tottenham Central School,Tottenham,NSW,2873,Combined,Gov,Open,Remote,43040,46485
41976,Toukley Public School,Toukley,NSW,2263,Primary,Gov,Open,Major Cities,41976,48732
42825,Towamba Public School,Towamba,NSW,2550,Primary,Gov,Open,Outer Regional,42825,50190
41458,Tower Street Public School,Panania,NSW,2213,Primary,Gov,Open,Major Cities,41458,48621
46483,Townsville Central State School,North Ward,QLD,4810,Primary,Gov,Open,Outer Regional,46483,53009
52249,Townsville Christian College,Vincent,QLD,4814,Combined,Non-Gov,Open,Outer Regional,52249,66839
47577,Townsville Community Learning Centre - A State Special School,Mundingburra,QLD,4812,Special,Gov,Open,Outer Regional,47577,57874
47929,Townsville Flexible Learning Centre,West End,QLD,4810,Special,Non-Gov,Open,Outer Regional,47929,65124
53098,Townsville Flexible Learning Centre - Cunningham Street Campus,Ayr,QLD,4807,Secondary,Non-Gov,Open,Outer Regional,47929,
47981,Townsville Grammar School,North Ward,QLD,4810,Secondary,Non-Gov,Open,Outer Regional,47981,40736
48032,Townsville Grammar School - Annandale Campus,Annandale,QLD,4814,Primary,Non-Gov,Open,Outer Regional,47981,77288
52453,Townsville Grammar School - Burdell Campus,Burdell,QLD,4818,Primary,Non-Gov,Open,Outer Regional,47981,80119
46621,Townsville South State School,South Townsville,QLD,4810,Primary,Gov,Open,Outer Regional,46621,53010
47485,Townsville State High School,Railway Estate,QLD,4810,Secondary,Gov,Open,Outer Regional,47485,46542
46746,Townsville West State School,West End,QLD,4810,Primary,Gov,Open,Outer Regional,46746,53011
47063,Townview State School,Townview,QLD,4825,Primary,Gov,Open,Remote,47063,53067
42842,Towradgi Public School,Fairy Meadow,NSW,2519,Primary,Gov,Open,Major Cities,42842,50001
45474,Trafalgar High School,Trafalgar,VIC,3824,Secondary,Gov,Open,Inner Regional,45474,51896
44436,Trafalgar Primary School,Trafalgar,VIC,3824,Primary,Gov,Open,Inner Regional,44436,51898
49111,Tranby College,Baldivis,WA,6171,Combined,Non-Gov,Open,Major Cities,49111,55338
43041,Trangie Central School,Trangie,NSW,2823,Combined,Gov,Open,Outer Regional,43041,46455
44797,Traralgon (Kosciuszko Street) Primary School,Traralgon,VIC,3844,Primary,Gov,Open,Inner Regional,44797,55520
44798,Traralgon (Liddiard Road) Primary School,Traralgon,VIC,3844,Primary,Gov,Open,Inner Regional,44798,52006
52228,Traralgon (Liddiard Road) Primary School-Traralgon Deaf Facility,Traralgon,VIC,3844,Primary,Gov,Open,Inner Regional,44798,29103
44772,Traralgon (Stockdale Road) Primary School,Traralgon,VIC,3844,Primary,Gov,Open,Inner Regional,44772,55305
40588,Traralgon College,Traralgon,VIC,3844,Secondary,Gov,Open,Inner Regional,40588,52005
50189,Traralgon College Hazelwood Estate,Yinnar,VIC,3869,Secondary,Gov,Open,Inner Regional,40588,14898
45541,Traralgon College-East Campus,Traralgon,VIC,3844,Secondary,Gov,Open,Inner Regional,40588,15015
44421,Traralgon South Primary School,Traralgon South,VIC,3844,Primary,Gov,Open,Inner Regional,44421,52009
52105,Travancore School,Travancore,VIC,3032,Special,Gov,Open,Major Cities,52105,46318
52111,Travancore School-Parkville Campus,Parkville,VIC,3052,Special,Gov,Open,Major Cities,52105,
44219,Trawalla Primary School,Trawalla,VIC,3373,Primary,Gov,Open,Inner Regional,44219,50586
48523,Trayning Primary School,Trayning,WA,6488,Primary,Gov,Open,Remote,48523,52630
47023,Trebonne State School,Trebonne,QLD,4850,Primary,Gov,Open,Remote,47023,53082
52883,Treeby Primary School,Treeby,WA,6164,Primary,Gov,Open,Major Cities,52883,
50673,Treendale Primary School,Australind,WA,6233,Primary,Gov,Open,Inner Regional,50673,70119
49033,Treetops Montessori School,Darlington,WA,6070,Combined,Non-Gov,Open,Major Cities,49033,40242
42302,Tregeagle Public School,Tregeagle,NSW,2480,Primary,Gov,Open,Inner Regional,42302,49843
41731,Tregear Public School,Tregear,NSW,2770,Primary,Gov,Open,Major Cities,41731,50822
44319,Trentham District Primary School,Trentham,VIC,3458,Primary,Gov,Open,Inner Regional,44319,50840
40161,Trevallyn Primary School,Trevallyn,TAS,7250,Primary,Gov,Open,Inner Regional,40161,48271
40069,Triabunna District School,Triabunna,TAS,7190,Combined,Gov,Open,Outer Regional,40069,46624
43904,Trinity Anglican College - Albury,Thurgoona,NSW,2640,Combined,Non-Gov,Open,Inner Regional,43904,57649
47997,Trinity Anglican School,White Rock,QLD,4868,Combined,Non-Gov,Open,Outer Regional,47997,56093
47982,Trinity Anglican School - Marlin Coast Campus,Kewarra Beach,QLD,4879,Primary,Non-Gov,Open,Outer Regional,47997,77310
47451,Trinity Bay State High School,Manunda,QLD,4870,Secondary,Gov,Open,Outer Regional,47451,53113
43474,Trinity Catholic College,Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,43474,54477
40888,Trinity Catholic College (Regents Park Campus),Regents Park,NSW,2143,Secondary,Non-Gov,Open,Major Cities,43474,77240
43152,Trinity Catholic College Goulburn,Goulburn,NSW,2580,Secondary,Non-Gov,Open,Inner Regional,43152,57059
43654,Trinity Catholic College Lismore,Lismore,NSW,2480,Secondary,Non-Gov,Open,Inner Regional,43654,45268
52077,"Trinity Catholic College Lismore, St Joseph's Campus",Lismore,NSW,2480,Secondary,Non-Gov,Open,Inner Regional,43654,
43144,Trinity Catholic Primary School,Murrumburrah,NSW,2587,Primary,Non-Gov,Open,Inner Regional,43144,45303
43166,Trinity Catholic Primary School,Kemps Creek,NSW,2759,Primary,Non-Gov,Open,Major Cities,43166,53773
46107,Trinity Catholic Primary School,Narre Warren,VIC,3805,Primary,Non-Gov,Open,Major Cities,46107,56326
46119,Trinity Catholic School,Richmond,VIC,3121,Primary,Non-Gov,Open,Major Cities,46119,65168
49998,Trinity Christian School,Wanniassa,ACT,2903,Combined,Non-Gov,Open,Major Cities,49998,42911
48050,Trinity College,Gladstone,QLD,4680,Combined,Non-Gov,Open,Inner Regional,48050,45421
47880,Trinity College,Beenleigh,QLD,4207,Secondary,Non-Gov,Open,Major Cities,47880,42544
48937,Trinity College,East Perth,WA,6004,Combined,Non-Gov,Open,Major Cities,48937,54575
49821,Trinity College Blakeview,Blakeview,SA,5114,Combined,Non-Gov,Open,Major Cities,49821,56029
45710,Trinity College Colac Inc,Colac,VIC,3250,Secondary,Non-Gov,Open,Inner Regional,45710,41054
49823,Trinity College Gawler River,Angle Vale,SA,5117,Combined,Non-Gov,Open,Major Cities,49823,56879
49830,Trinity College North,Evanston South,SA,5116,Combined,Non-Gov,Open,Major Cities,49830,
40939,Trinity College Senior,Evanston South,SA,5116,Secondary,Non-Gov,Open,Major Cities,40939,56030
49820,Trinity College South,Evanston South,SA,5116,Combined,Non-Gov,Open,Major Cities,49820,56031
49338,Trinity Gardens School,Trinity Gardens,SA,5068,Primary,Gov,Open,Major Cities,49338,47016
43710,Trinity Grammar School,Summer Hill,NSW,2130,Combined,Non-Gov,Open,Major Cities,43710,42031
52065,Trinity Grammar School Bishop Chambers House,Summer Hill,NSW,2130,Secondary,Non-Gov,Open,Major Cities,43710,
52635,"Trinity Grammar School Field Studies Centre, Woollamia Campus",Woollamia,NSW,2540,Combined,Non-Gov,Open,Inner Regional,43710,
40857,Trinity Grammar School Preparatory School,Strathfield,NSW,2135,Primary,Non-Gov,Open,Major Cities,43710,77022
46156,Trinity Grammar School Kew,Kew,VIC,3101,Combined,Non-Gov,Open,Major Cities,46156,41288
46272,Trinity Lutheran College,Mildura,VIC,3500,Combined,Non-Gov,Open,Outer Regional,46272,55317
47977,Trinity Lutheran College,Ashmore,QLD,4214,Combined,Non-Gov,Open,Major Cities,47977,57692
47976,Trinity Lutheran College (Cotlew Street Campus),Ashmore,QLD,4214,Primary,Non-Gov,Open,Major Cities,47977,77400
47538,Tropical North Learning Academy - Smithfield State High School,Smithfield,QLD,4878,Secondary,Gov,Open,Outer Regional,47538,53112
47311,Tropical North Learning Academy - Trinity Beach State School,Trinity Beach,QLD,4879,Primary,Gov,Open,Outer Regional,47311,53138
52690,Tropical North Steiner School,Mossman,QLD,4873,Primary,Non-Gov,Open,Outer Regional,52690,
51480,Truganina P-9 College,Truganina,VIC,3029,Combined,Gov,Open,Major Cities,51480,70272
50302,Truganina South Primary School,Truganina,VIC,3029,Primary,Gov,Open,Major Cities,50302,68552
43042,Trundle Central School,Trundle,NSW,2875,Combined,Gov,Open,Outer Regional,43042,51104
43043,Trunkey Public School,Trunkey Creek,NSW,2795,Primary,Gov,Open,Outer Regional,43043,50990
49322,Truro Primary School,Truro,SA,5356,Primary,Gov,Open,Inner Regional,49322,47365
41278,Truscott Street Public School,North Ryde,NSW,2113,Primary,Gov,Open,Major Cities,41278,47739
50544,Tuart Forest Primary School,Dalyellup,WA,6230,Primary,Gov,Open,Inner Regional,50544,70071
48524,Tuart Hill Primary School,Tuart Hill,WA,6060,Primary,Gov,Open,Major Cities,48524,45187
51514,Tuart Rise Primary School,Baldivis,WA,6171,Primary,Gov,Open,Major Cities,51514,70286
42303,Tucabia Public School,Tucabia,NSW,2462,Primary,Gov,Open,Outer Regional,42303,49722
44788,Tucker Road Bentleigh Primary School,Bentleigh,VIC,3204,Primary,Gov,Open,Major Cities,44788,58128
42130,Tuggerah Lakes Secondary College Berkeley Vale Campus,Berkeley Vale,NSW,2261,Secondary,Gov,Open,Major Cities,42130,14976
42116,Tuggerah Lakes Secondary College The Entrance Campus,Long Jetty,NSW,2261,Secondary,Gov,Open,Major Cities,42116,48727
42102,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Tumbi Umbi,NSW,2261,Secondary,Gov,Open,Major Cities,42102,15387
41977,Tuggerah Public School,Tuggerah,NSW,2259,Primary,Gov,Open,Major Cities,41977,48714
42015,Tuggerawong Public School,Tuggerawong,NSW,2259,Primary,Gov,Open,Major Cities,42015,48715
44872,Tullamarine Primary School,Tullamarine,VIC,3043,Primary,Gov,Open,Major Cities,44872,48006
43044,Tullamore Central School,Tullamore,NSW,2874,Combined,Gov,Open,Outer Regional,43044,51103
47565,Tullawong State High School,Caboolture,QLD,4510,Secondary,Gov,Open,Major Cities,47565,55839
47401,Tullawong State School,Caboolture,QLD,4510,Primary,Gov,Open,Major Cities,47401,56085
52474,Tulliallan Primary School,Cranbourne North,VIC,3977,Primary,Gov,Open,Major Cities,52474,84915
42630,Tullibigeal Central School,Tullibigeal,NSW,2669,Combined,Gov,Open,Remote,42630,50533
42896,Tullimbar Public School,Tullimbar,NSW,2527,Primary,Gov,Open,Major Cities,42896,67585
42502,Tulloona Public School,Tulloona,NSW,2400,Primary,Gov,Open,Outer Regional,42502,49502
47488,Tully State High School,Tully,QLD,4854,Secondary,Gov,Open,Outer Regional,47488,46560
46988,Tully State School,Tully,QLD,4854,Primary,Gov,Open,Outer Regional,46988,53088
42709,Tumbarumba High School,Tumbarumba,NSW,2653,Secondary,Gov,Open,Outer Regional,42709,46379
42631,Tumbarumba Public School,Tumbarumba,NSW,2653,Primary,Gov,Open,Outer Regional,42631,50507
42304,Tumbulgum Public School,Tumbulgum,NSW,2490,Primary,Gov,Open,Major Cities,42304,49930
49428,Tumby Bay Area School,Tumby Bay,SA,5605,Combined,Gov,Open,Remote,49428,47469
42704,Tumut High School,Tumut,NSW,2720,Secondary,Gov,Open,Inner Regional,42704,46419
42632,Tumut Public School,Tumut,NSW,2720,Primary,Gov,Open,Inner Regional,42632,50651
42349,Tuncurry Public School,Tuncurry,NSW,2428,Primary,Gov,Open,Inner Regional,42349,49538
44441,Tungamah Primary School,Tungamah,VIC,3728,Primary,Gov,Open,Inner Regional,44441,51701
42305,Tuntable Creek Public School,Tuntable Creek,NSW,2480,Primary,Gov,Open,Inner Regional,42305,49846
43818,Tuntable Falls Community School,Tuntable Falls Via Nimbin,NSW,2480,Primary,Non-Gov,Open,Inner Regional,43818,42386
49929,Turner School,Turner,ACT,2612,Primary,Gov,Open,Major Cities,49929,50320
41339,Turramurra High School,South Turramurra,NSW,2074,Secondary,Gov,Open,Major Cities,41339,47634
41243,Turramurra North Public School,North Turramurra,NSW,2074,Primary,Gov,Open,Major Cities,41243,44921
41255,Turramurra Public School,Turramurra,NSW,2074,Primary,Gov,Open,Major Cities,41255,47635
42661,Turvey Park Public School,Wagga Wagga,NSW,2650,Primary,Gov,Open,Inner Regional,42661,50489
42306,Tweed Heads Public School,Tweed Heads,NSW,2485,Primary,Gov,Open,Major Cities,42306,49922
42337,Tweed Heads South Public School,Tweed Heads South,NSW,2486,Primary,Gov,Open,Major Cities,42337,49924
42391,Tweed River High School,Tweed Heads South,NSW,2486,Secondary,Gov,Open,Major Cities,42391,46475
43801,Tweed Valley Adventist College,Murwillumbah,NSW,2484,Combined,Non-Gov,Open,Major Cities,43801,42007
46659,Two Mile State School,Two Mile,QLD,4570,Primary,Gov,Open,Inner Regional,46659,52468
48773,Two Rocks Primary School,Two Rocks,WA,6037,Primary,Gov,Open,Inner Regional,48773,58280
49323,Two Wells Primary School,Two Wells,SA,5501,Primary,Gov,Open,Inner Regional,49323,47425
44563,Tyabb Primary School,Tyabb,VIC,3913,Primary,Gov,Open,Major Cities,44563,52131
44616,Tyabb Railway Station Primary School,Tyabb,VIC,3913,Primary,Gov,Open,Major Cities,44616,52132
42307,Tyalgum Public School,Tyalgum,NSW,2484,Primary,Gov,Open,Inner Regional,42307,49919
42346,Tyalla Public School,Coffs Harbour,NSW,2450,Primary,Gov,Open,Inner Regional,42346,49666
44435,Tyers Primary School,Tyers,VIC,3844,Primary,Gov,Open,Inner Regional,44435,52013
44112,Tylden Primary School,Tylden,VIC,3444,Primary,Gov,Open,Inner Regional,44112,50808
43783,Tyndale Christian School,Blacktown,NSW,2148,Combined,Non-Gov,Open,Major Cities,43783,42035
49850,Tyndale Christian School,Salisbury East,SA,5109,Combined,Non-Gov,Open,Major Cities,49850,44046
49824,Tyndale Christian School Murray Bridge,Murray Bridge,SA,5253,Combined,Non-Gov,Open,Inner Regional,49824,56724
49794,Tyndale Christian School Strathalbyn,Strathalbyn,SA,5255,Combined,Non-Gov,Open,Inner Regional,49794,53508
45203,Tyrrell College,Sea Lake,VIC,3533,Combined,Gov,Open,Outer Regional,45203,54804
42308,Uki Public School,Uki,NSW,2484,Primary,Gov,Open,Inner Regional,42308,49920
42929,Ulladulla High School,Ulladulla,NSW,2539,Secondary,Gov,Open,Inner Regional,42929,50063
42826,Ulladulla Public School,Ulladulla,NSW,2539,Primary,Gov,Open,Inner Regional,42826,50066
42309,Ulmarra Public School,Ulmarra,NSW,2462,Primary,Gov,Open,Inner Regional,42309,57495
42310,Ulong Public School,Ulong,NSW,2450,Primary,Gov,Open,Outer Regional,42310,49667
44600,Ultima Primary School,Ultima,VIC,3544,Primary,Gov,Open,Outer Regional,44600,50956
41055,Ultimo Public School,Ultimo,NSW,2007,Primary,Gov,Open,Major Cities,41055,45318
40197,Ulverstone Primary School,Ulverstone,TAS,7315,Primary,Gov,Open,Outer Regional,40197,48316
40052,Ulverstone Secondary College,Ulverstone,TAS,7315,Secondary,Gov,Open,Outer Regional,40052,46602
42009,Umina Beach Public School,Umina Beach,NSW,2257,Primary,Gov,Open,Major Cities,42009,45901
42827,Unanderra Public School,Cordeaux Heights,NSW,2526,Primary,Gov,Open,Major Cities,42827,45438
44354,Undera Primary School,Undera,VIC,3629,Primary,Gov,Open,Inner Regional,44354,46036
44657,Underbool Primary School,Underbool,VIC,3509,Primary,Gov,Open,Remote,44657,50926
41056,Undercliffe Public School,Earlwood,NSW,2206,Primary,Gov,Open,Major Cities,41056,48590
49540,Underdale High School,Underdale,SA,5032,Secondary,Gov,Open,Major Cities,49540,46061
47299,Undurba State School,Murrumba Downs,QLD,4503,Primary,Gov,Open,Major Cities,47299,52287
42633,Ungarie Central School,Ungarie,NSW,2669,Combined,Gov,Open,Outer Regional,42633,50534
49324,Ungarra Primary School,Ungarra,SA,5607,Primary,Gov,Open,Remote,49324,47487
49836,Unity College,Murray Bridge,SA,5253,Combined,Non-Gov,Open,Inner Regional,49836,42605
47921,Unity College,Caloundra West,QLD,4551,Combined,Non-Gov,Open,Major Cities,47921,58220
43782,Unity Grammar College,Austral,NSW,2179,Combined,Non-Gov,Open,Major Cities,43782,67794
45475,University High School,Parkville,VIC,3052,Secondary,Gov,Open,Major Cities,45475,48032
50685,University High School-Elizabeth Blackburn School of Sciences,Parkville,VIC,3031,Secondary,Gov,Open,Major Cities,45475,70189
49895,University of Canberra High School Kaleen,Kaleen,ACT,2617,Secondary,Gov,Open,Major Cities,49895,50399
49897,University of Canberra Senior Secondary College Lake Ginninderra,Belconnen,ACT,2616,Secondary,Gov,Open,Major Cities,49897,54231
44929,University Park Primary School,St Albans,VIC,3021,Primary,Gov,Open,Major Cities,44929,47575
40700,University Senior College at Adelaide University,Adelaide University,SA,5005,Secondary,Non-Gov,Open,Major Cities,40700,57619
52799,University Senior College at Adelaide University - Gawler Place Campus,Gawler Place,SA,5000,Secondary,Non-Gov,Open,Major Cities,40700,
49479,Unley High School,Netherby,SA,5062,Secondary,Gov,Open,Major Cities,49479,46997
49325,Unley Primary School,Unley,SA,5061,Primary,Gov,Open,Major Cities,49325,46992
47163,Upper Brookfield State School,Upper Brookfield,QLD,4069,Primary,Gov,Open,Major Cities,47163,51209
47575,Upper Coomera State College,Upper Coomera,QLD,4209,Combined,Gov,Open,Major Cities,47575,57936
42328,Upper Coopers Creek Public School,Upper Coopers Creek,NSW,2482,Primary,Gov,Open,Inner Regional,42328,58121
44673,Upper Ferntree Gully Primary School,Upper Ferntree Gully,VIC,3156,Primary,Gov,Open,Major Cities,44673,49040
42246,Upper Lansdowne Public School,Upper Lansdowne,NSW,2430,Primary,Gov,Open,Inner Regional,42246,49550
46495,Upper Mount Gravatt State School,Upper Mount Gravatt,QLD,4122,Primary,Gov,Open,Major Cities,46495,51296
44235,Upper Plenty Primary School,Upper Plenty,VIC,3756,Primary,Gov,Open,Inner Regional,44235,51508
44565,Upper Sandy Creek Primary School,Sandy Creek,VIC,3695,Primary,Gov,Open,Inner Regional,44565,51643
49326,Upper Sturt Primary School,Upper Sturt,SA,5156,Primary,Gov,Open,Major Cities,49326,47180
48515,Upper Swan Primary School,Upper Swan,WA,6069,Primary,Gov,Open,Major Cities,48515,49120
45477,Upper Yarra Secondary College,Yarra Junction,VIC,3797,Secondary,Gov,Open,Inner Regional,45477,46331
45478,Upwey High School,Upwey,VIC,3158,Secondary,Gov,Open,Major Cities,45478,49045
44760,Upwey Primary School,Upwey,VIC,3158,Primary,Gov,Open,Major Cities,44760,49047
44894,Upwey South Primary School,Upwey,VIC,3158,Primary,Gov,Open,Major Cities,44894,49049
49327,Uraidla Primary School,Uraidla,SA,5142,Primary,Gov,Open,Major Cities,49327,47169
42496,Uralla Central School,Uralla,NSW,2358,Combined,Gov,Open,Inner Regional,42496,49395
42634,Urana Public School,Urana,NSW,2645,Primary,Gov,Open,Outer Regional,42634,46515
47257,Urandangi State School,Piturie,QLD,4825,Primary,Gov,Open,Very Remote,47257,58275
47176,Urangan Point State School,Urangan,QLD,4655,Primary,Gov,Open,Inner Regional,47176,52744
47495,Urangan State High School,Urangan,QLD,4655,Secondary,Gov,Open,Inner Regional,47495,54445
42556,Uranquinty Public School,Uranquinty,NSW,2652,Primary,Gov,Open,Inner Regional,42556,50506
50125,Urapunga School,Wilton,NT,852,Combined,Gov,Open,Very Remote,50125,47933
42311,Urbenville Public School,Urbenville,NSW,2475,Primary,Gov,Open,Outer Regional,42311,49759
49480,Urrbrae Agricultural High School,Netherby,SA,5062,Secondary,Gov,Open,Major Cities,49480,46998
48996,Ursula Frayne Catholic College,Victoria Park,WA,6100,Secondary,Non-Gov,Open,Major Cities,48996,53635
40871,Ursula Frayne Catholic College - Primary Campus,Victoria Park,WA,6100,Primary,Non-Gov,Open,Major Cities,48996,77139
42312,Urunga Public School,Urunga,NSW,2455,Primary,Gov,Open,Outer Regional,42312,57496
48563,Useless Loop Primary School,Useless Loop,WA,6537,Primary,Gov,Open,Very Remote,48563,52660
41978,Vacy Public School,Vacy,NSW,2421,Primary,Gov,Open,Inner Regional,41978,49522
49541,Vale Park Primary School,Vale Park,SA,5081,Primary,Gov,Open,Major Cities,49541,47035
46913,Vale View State School,Vale View,QLD,4352,Primary,Gov,Open,Inner Regional,46913,51958
42024,Valentine Public School,Valentine,NSW,2280,Primary,Gov,Open,Major Cities,42024,48955
44840,Valkstone Primary School,Bentleigh East,VIC,3165,Primary,Gov,Open,Major Cities,44840,49068
46685,Valkyrie State School,Valkyrie,QLD,4742,Primary,Gov,Open,Remote,46685,52946
52438,Valley Hope School,Townsend,NSW,2463,Special,Non-Gov,Open,Inner Regional,52438,80013
42051,Valley View Public School,Wyoming,NSW,2250,Primary,Gov,Open,Major Cities,42051,48689
49621,Valley View Secondary School,Para Vista,SA,5093,Secondary,Gov,Open,Major Cities,49621,47070
41713,Vardys Road Public School,Seven Hills,NSW,2147,Primary,Gov,Open,Major Cities,41713,47826
47259,Varsity College,Varsity Lakes,QLD,4227,Combined,Gov,Open,Major Cities,47259,57181
48525,Vasse Primary School,Vasse,WA,6280,Primary,Gov,Open,Inner Regional,48525,52506
41057,Vaucluse Public School,Vaucluse,NSW,2030,Primary,Gov,Open,Major Cities,41057,45310
46922,Veresdale Scrub State School,Veresdale Scrub,QLD,4285,Primary,Gov,Open,Inner Regional,46922,51654
52616,Verity Christian College,Griffith,NSW,2680,Combined,Non-Gov,Open,Outer Regional,52616,85261
44179,Vermont Primary School,Vermont,VIC,3133,Primary,Gov,Open,Major Cities,44179,48407
45479,Vermont Secondary College,Vermont,VIC,3133,Secondary,Gov,Open,Major Cities,45479,48406
44975,Vermont South Special School,Vermont South,VIC,3133,Special,Gov,Open,Major Cities,44975,56420
45052,Verney Road School,Shepparton,VIC,3632,Special,Gov,Open,Inner Regional,45052,57497
40711,Verona School,Fairfield East,NSW,2165,Special,Gov,Open,Major Cities,40711,57888
49481,Victor Harbor High School,Victor Harbor,SA,5211,Secondary,Gov,Open,Inner Regional,49481,47234
49328,Victor Harbor Primary School,Victor Harbor,SA,5211,Primary,Gov,Open,Inner Regional,49328,47235
51458,Victoria Avenue Public School,Concord West,NSW,2138,Primary,Gov,Open,Major Cities,51458,70234
49039,Victoria Park Christian School,Victoria Park,WA,6100,Primary,Non-Gov,Open,Major Cities,49039,40237
48526,Victoria Park Primary School,Victoria Park,WA,6100,Primary,Gov,Open,Major Cities,48526,49844
47282,Victoria Park State School,East Mackay,QLD,4740,Primary,Gov,Open,Inner Regional,47282,52948
46823,Victoria Plantation State School,Victoria Plantation,QLD,4850,Primary,Gov,Open,Outer Regional,46823,53083
46578,Victoria Point State High School,Victoria Point,QLD,4165,Secondary,Gov,Open,Major Cities,46578,56444
47166,Victoria Point State School,Victoria Point,QLD,4165,Primary,Gov,Open,Major Cities,47166,51356
44996,Victoria Road Primary School,Lilydale,VIC,3140,Primary,Gov,Open,Major Cities,44996,45416
45621,Victoria University Secondary College,St Albans,VIC,3021,Secondary,Gov,Open,Major Cities,45621,68798
51477,Victoria University Secondary College-Cairnlea Campus,Cairnlea,VIC,3023,Secondary,Gov,Open,Major Cities,45621,
45622,Victoria University Secondary College-Deer Park Campus,Deer Park,VIC,3023,Secondary,Gov,Open,Major Cities,45621,28799
44652,Victorian College For The Deaf,Melbourne,VIC,3000,Special,Gov,Open,Major Cities,44652,47528
45344,Victorian College Of The Arts Secondary School,Southbank,VIC,3006,Secondary,Gov,Open,Major Cities,45344,54862
52117,Victorian School Of Languages,Thornbury,VIC,3071,Combined,Gov,Open,Major Cities,52117,56426
46327,Victory Christian College,Kennington,VIC,3550,Combined,Non-Gov,Open,Inner Regional,46327,55347
48101,Victory College,Gympie,QLD,4570,Combined,Non-Gov,Open,Inner Regional,48101,42545
46323,Victory Lutheran College,West Wodonga,VIC,3690,Combined,Non-Gov,Open,Inner Regional,46323,55322
47346,Vienna Woods State School,Alexandra Hills,QLD,4161,Primary,Gov,Open,Major Cities,47346,45491
45550,Viewbank College,Viewbank,VIC,3084,Secondary,Gov,Open,Major Cities,45550,55527
44892,Viewbank Primary School,Viewbank,VIC,3084,Primary,Gov,Open,Major Cities,44892,48120
